"","player.x","team","competition","season","total_bat_wpa","runs_for","wickets_lost","balls_faced","total_bat_XRA","total_bowl_wpa","wickets_taken","runs_against","balls_bowled","total_bowl_XRA","bowl_wpa_per_ball","bowl_XRA_per_ball","bowl_economy","bowl_average","bat_wpa_per_ball","bat_XRA_per_ball","strike_rate","average","total_wpa","total_XRA","balls_total","total_wpa_per_ball","total_XRA_per_ball","season_singular","logo","team_colours","team_colour2","player_name_first","player_name_last","player_fuzzy_ipl_contracts","player_full","position","position_detail","price_lakhs","price_dollars_thousands","wpa_per_thous","wpa_per_lakh","XRA_per_thous","XRA_per_lakh","wins","losses","games_played","win_percentage"
"787","RA Tripathi","Rajasthan Royals","Indian Premier League","2018",-34,226,9,173,41.78,0,0,0,0,0,0,0,NA,NA,-0.2,0.24,7.84,25.11,-34,41.78,173,-0.2,0.24,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","R","Tripathi","R  Tripathi","Rahul Tripathi","BAT","Batter",340,531,-0.06,-0.1,0.08,0.12,7,8,15,0.466666666666667
"788","RA Tripathi","Rajasthan Royals","Indian Premier League","2019",-37,141,6,122,13.28,0,0,0,0,0,0,0,NA,NA,-0.3,0.11,6.93,23.5,-37,13.28,122,-0.3,0.11,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","R","Tripathi","R  Tripathi","Rahul Tripathi","BAT","Batter",340,472,-0.08,-0.11,0.03,0.04,5,9,14,0.357142857142857
"789","RA Tripathi","Rising Pune Supergiants","Indian Premier League","2017",50,391,12,275,122.67,-12,0,12,6,-5.22,-2,-0.87,12,Inf,0.18,0.45,8.53,32.58,38,117.45,281,0.14,0.42,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313524.logo.png","#3D156A","#C224A3","R","Tripathi","R  Tripathi","Rahul Tripathi","AR","All Rounder",10,14,2.71,3.8,8.39,11.75,10,6,16,0.625
"790","RA Tripathi","Sunrisers Hyderabad","Indian Premier League","2022",54,413,11,271,142.62,0,0,0,0,0,0,0,NA,NA,0.2,0.53,9.14,37.55,54,142.62,271,0.2,0.53,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Tripathi","R  Tripathi","Rahul Tripathi","BAT","Batter",850,1133,0.05,0.06,0.13,0.17,6,8,14,0.428571428571429
"791","RA Tripathi","Sunrisers Hyderabad","Indian Premier League","2023",4,273,12,217,53.14,0,0,0,0,0,0,0,NA,NA,0.02,0.24,7.55,22.75,4,53.14,217,0.02,0.24,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Tripathi","R  Tripathi","Rahul Tripathi","BAT","Batter",850,1036,0,0,0.05,0.06,4,10,14,0.285714285714286
"792","RD Chahar","Mumbai Indians","Indian Premier League","2019",-10,12,2,11,-1.68,49,13,310,287,-7.56,0.17,-0.03,6.48,23.85,-0.91,-0.15,6.55,6,39,-9.24,298,0.13,-0.03,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Chahar","R  Chahar","Rahul Chahar","BOW","Bowler",190,263,0.15,0.21,-0.04,-0.05,10,6,16,0.625
"793","RD Chahar","Mumbai Indians","Indian Premier League","2020/21",-1,2,0,4,-3.64,-27,16,439,323,-91.48,-0.08,-0.28,8.15,27.44,-0.25,-0.91,3,Inf,-28,-95.12,327,-0.09,-0.29,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Chahar","R  Chahar","Rahul Chahar","BOW","Bowler",190,267,-0.1,-0.15,-0.36,-0.5,11,5,16,0.6875
"794","RD Chahar","Mumbai Indians","Indian Premier League","2021",-6,14,4,15,-5.74,26,13,324,261,-42.05,0.1,-0.16,7.45,24.92,-0.4,-0.38,5.6,3.5,20,-47.79,276,0.07,-0.17,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Chahar","R  Chahar","Rahul Chahar","BOW","Bowler",190,260,0.08,0.11,-0.18,-0.25,7,7,14,0.5
"795","RD Chahar","Punjab Kings","Indian Premier League","2022",-3,77,7,70,-7.64,12,14,365,290,-46.11,0.04,-0.16,7.55,26.07,-0.04,-0.11,6.6,11,9,-53.76,360,0.03,-0.15,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","R","Chahar","R  Chahar","Rahul Chahar","BOW","Bowler",525,700,0.01,0.02,-0.08,-0.1,7,7,14,0.5
"796","RD Chahar","Punjab Kings","Indian Premier League","2023",-4,0,2,10,-9.85,-48,8,388,301,-57.92,-0.16,-0.19,7.73,48.5,-0.4,-0.98,0,0,-52,-67.76,311,-0.17,-0.22,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","R","Chahar","R  Chahar","Rahul Chahar","BOW","Bowler",525,640,-0.08,-0.1,-0.11,-0.13,6,8,14,0.428571428571429
"797","RD Chahar","Rising Pune Supergiants","Indian Premier League","2017",0,3,0,2,-0.18,-3,2,59,46,-9.25,-0.07,-0.2,7.7,29.5,0,-0.09,9,Inf,-3,-9.43,48,-0.06,-0.2,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313500/313524.logo.png","#3D156A","#C224A3","R","Chahar","R  Chahar","Rahul Chahar","BOW","Bowler",10,14,-0.21,-0.3,-0.67,-0.94,10,6,16,0.625
"798","RD Gaikwad","Chennai Super Kings","Indian Premier League","2020/21",98,204,3,173,41.29,0,0,0,0,0,0,0,NA,NA,0.57,0.24,7.08,68,98,41.29,173,0.57,0.24,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","R","Gaikwad","R  Gaikwad","Ruturaj Gaikwad","BAT","Batter",20,28,3.5,4.9,1.47,2.06,6,8,14,0.428571428571429
"799","RD Gaikwad","Chennai Super Kings","Indian Premier League","2021",188,635,15,474,157.4,0,0,0,0,0,0,0,NA,NA,0.4,0.33,8.04,42.33,188,157.4,474,0.4,0.33,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","R","Gaikwad","R  Gaikwad","Ruturaj Gaikwad","BAT","Batter",20,27,6.96,9.4,5.83,7.87,11,5,16,0.6875
"800","RD Gaikwad","Chennai Super Kings","Indian Premier League","2022",-49,368,14,298,60.7,0,0,0,0,0,0,0,NA,NA,-0.16,0.2,7.41,26.29,-49,60.7,298,-0.16,0.2,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","R","Gaikwad","R  Gaikwad","Ruturaj Gaikwad","BAT","Batter",600,800,-0.06,-0.08,0.08,0.1,4,10,14,0.285714285714286
"801","RD Gaikwad","Chennai Super Kings","Indian Premier League","2023",-1,590,13,411,175.39,0,0,0,0,0,0,0,NA,NA,0,0.43,8.61,45.38,-1,175.39,411,0,0.43,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","R","Gaikwad","R  Gaikwad","Ruturaj Gaikwad","BAT","Batter",600,731,0,0,0.24,0.29,9,6,15,0.6
"802","RG Sharma","Mumbai Indians","Indian Premier League","2017",9,333,14,278,39.81,0,0,0,0,0,0,0,NA,NA,0.03,0.14,7.19,23.79,9,39.81,278,0.03,0.14,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Sharma","R  Sharma","Rohit Sharma","BAT","Batter",1250,1865,0,0.01,0.02,0.03,11,6,17,0.647058823529412
"803","RG Sharma","Mumbai Indians","Indian Premier League","2018",-2,286,13,223,39.4,0,0,0,0,0,0,0,NA,NA,-0.01,0.18,7.7,22,-2,39.4,223,-0.01,0.18,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Sharma","R  Sharma","Rohit Sharma","BAT","Batter",1500,2343,0,0,0.02,0.03,6,8,14,0.428571428571429
"804","RG Sharma","Mumbai Indians","Indian Premier League","2019",2,405,14,319,71.28,0,0,0,0,0,0,0,NA,NA,0.01,0.22,7.62,28.93,2,71.28,319,0.01,0.22,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Sharma","R  Sharma","Rohit Sharma","BAT","Batter",1500,2083,0,0,0.03,0.05,10,6,16,0.625
"805","RG Sharma","Mumbai Indians","Indian Premier League","2020/21",-5,332,15,272,63.4,0,0,0,0,0,0,0,NA,NA,-0.02,0.23,7.32,22.13,-5,63.4,272,-0.02,0.23,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Sharma","R  Sharma","Rohit Sharma","BAT","Batter",1500,2112,0,0,0.03,0.04,11,5,16,0.6875
"806","RG Sharma","Mumbai Indians","Indian Premier League","2021",81,381,12,307,77.35,-12,0,13,7,-4.95,-1.71,-0.71,11.14,Inf,0.26,0.25,7.45,31.75,69,72.39,314,0.22,0.23,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Sharma","R  Sharma","Rohit Sharma","BAT","Batter",1500,2054,0.03,0.05,0.04,0.05,7,7,14,0.5
"807","RG Sharma","Mumbai Indians","Indian Premier League","2022",-119,268,14,234,52.97,0,0,0,0,0,0,0,NA,NA,-0.51,0.23,6.87,19.14,-119,52.97,234,-0.51,0.23,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Sharma","R  Sharma","Rohit Sharma","BAT","Batter",1600,2133,-0.06,-0.07,0.02,0.03,4,10,14,0.285714285714286
"808","RG Sharma","Mumbai Indians","Indian Premier League","2023",-246,332,16,258,85.32,0,0,0,0,0,0,0,NA,NA,-0.95,0.33,7.72,20.75,-246,85.32,258,-0.95,0.33,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Sharma","R  Sharma","Rohit Sharma","BAT","Batter",1600,1951,-0.13,-0.15,0.04,0.05,9,7,16,0.5625
"809","RJW Topley","Royal Challengers Bangalore","Indian Premier League","2023",0,0,0,0,0,2,1,14,12,-1.02,0.17,-0.09,7,14,0,0,NA,NA,2,-1.02,12,0.17,-0.09,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","R","Topley","R  Topley","Reece Topley","BOW","Bowler",190,231,0.01,0.01,0,-0.01,7,7,14,0.5
"810","RK Bhui","Sunrisers Hyderabad","Indian Premier League","2018",-30,0,1,5,-4.52,0,0,0,0,0,0,0,NA,NA,-6,-0.9,0,0,-30,-4.52,5,-6,-0.9,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Bhui","R  Bhui","Ricky Bhui","BAT","Batter",20,31,-0.97,-1.5,-0.15,-0.23,10,7,17,0.588235294117647
"811","RK Bhui","Sunrisers Hyderabad","Indian Premier League","2019",-16,7,1,13,-5.49,0,0,0,0,0,0,0,NA,NA,-1.23,-0.42,3.23,7,-16,-5.49,13,-1.23,-0.42,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313480.logo.png","#130801","#F96F0F","R","Bhui","R  Bhui","Ricky Bhui","BAT","Batter",20,27,-0.59,-0.8,-0.2,-0.27,6,9,15,0.4
"812","RK Singh","Kolkata Knight Riders","Indian Premier League","2018",-5,29,4,34,-0.6,0,0,0,0,0,0,0,NA,NA,-0.15,-0.02,5.12,7.25,-5,-0.6,34,-0.15,-0.02,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Singh","R  Singh","Rinku Singh","BAT","Batter",80,125,-0.04,-0.06,0,-0.01,10,6,16,0.625
"813","RK Singh","Kolkata Knight Riders","Indian Premier League","2019",-4,37,2,34,-3.52,0,0,0,0,0,0,0,NA,NA,-0.12,-0.1,6.53,18.5,-4,-3.52,34,-0.12,-0.1,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Singh","R  Singh","Rinku Singh","BAT","Batter",80,111,-0.04,-0.05,-0.03,-0.04,6,8,14,0.428571428571429
"814","RK Singh","Kolkata Knight Riders","Indian Premier League","2020/21",-4,11,1,11,-1.06,0,0,0,0,0,0,0,NA,NA,-0.36,-0.1,6,11,-4,-1.06,11,-0.36,-0.1,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Singh","R  Singh","Rinku Singh","BAT","Batter",80,112,-0.04,-0.05,-0.01,-0.01,6,8,14,0.428571428571429
"815","RK Singh","Kolkata Knight Riders","Indian Premier League","2022",79,174,5,125,38.14,0,0,0,0,0,0,0,NA,NA,0.63,0.31,8.35,34.8,79,38.14,125,0.63,0.31,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Singh","R  Singh","Rinku Singh","BAT","Batter",55,73,1.08,1.44,0.52,0.69,6,8,14,0.428571428571429
"816","RK Singh","Kolkata Knight Riders","Indian Premier League","2023",172,474,8,333,97.12,0,0,0,0,0,0,0,NA,NA,0.52,0.29,8.54,59.25,172,97.12,333,0.52,0.29,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Singh","R  Singh","Rinku Singh","BAT","Batter",55,67,2.57,3.13,1.45,1.77,6,8,14,0.428571428571429
"817","RM Patidar","Royal Challengers Bangalore","Indian Premier League","2021",-28,71,4,65,10.75,0,0,0,0,0,0,0,NA,NA,-0.43,0.17,6.55,17.75,-28,10.75,65,-0.43,0.17,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313418.logo.png","#030156","#D52719","R","Patidar","R  Patidar","Rabat Patidar","BAT","Batter",20,27,-1.04,-1.4,0.4,0.54,9,6,15,0.6
"818","RP Meredith","Mumbai Indians","Indian Premier League","2022",0,0,1,1,-1.09,16,10,241,181,-32.39,0.09,-0.18,7.99,24.1,0,-1.09,0,0,16,-33.48,182,0.09,-0.18,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Meredith","R  Meredith","Riley Meredith","BOW","Bowler",100,133,0.12,0.16,-0.25,-0.33,4,10,14,0.285714285714286
"819","RP Meredith","Punjab Kings","Indian Premier League","2021",0,0,0,0,0,10,4,171,108,-54.53,0.09,-0.5,9.5,42.75,0,0,NA,NA,10,-54.53,108,0.09,-0.5,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/317000/317003.png","#DA1726","#F8F2F2","R","Meredith","R  Meredith","Riley Meredith","BOW","Bowler",800,1095,0.01,0.01,-0.05,-0.07,6,8,14,0.428571428571429
"820","RR Pant","Delhi Capitals","Indian Premier League","2019",180,488,13,307,157.65,0,0,0,0,0,0,0,NA,NA,0.59,0.51,9.54,37.54,180,157.65,307,0.59,0.51,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Pant","R  Pant","Rishabh Pant","BAT/WK","Batter/Wicket Keeper",1500,2083,0.09,0.12,0.08,0.11,9,7,16,0.5625
"821","RR Pant","Delhi Capitals","Indian Premier League","2020/21",29,343,10,316,16.85,0,0,0,0,0,0,0,NA,NA,0.09,0.05,6.51,34.3,29,16.85,316,0.09,0.05,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Pant","R  Pant","Rishabh Pant","BAT/WK","Batter/Wicket Keeper",1500,2112,0.01,0.02,0.01,0.01,8,9,17,0.470588235294118
"822","RR Pant","Delhi Capitals","Indian Premier League","2021",-8,419,13,339,53.19,0,0,0,0,0,0,0,NA,NA,-0.02,0.16,7.42,32.23,-8,53.19,339,-0.02,0.16,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Pant","R  Pant","Rishabh Pant","BAT/WK","Batter/Wicket Keeper",1500,2054,0,-0.01,0.03,0.04,9,7,16,0.5625
"823","RR Pant","Delhi Capitals","Indian Premier League","2022",-36,340,13,234,98.1,0,0,0,0,0,0,0,NA,NA,-0.15,0.42,8.72,26.15,-36,98.1,234,-0.15,0.42,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Pant","R  Pant","Rishabll Pant","BAT/WK","Batter/Wicket Keeper",1600,2133,-0.02,-0.02,0.05,0.06,7,7,14,0.5
"824","RR Pant","Delhi Daredevils","Indian Premier League","2017",70,366,14,226,128.68,0,0,0,0,0,0,0,NA,NA,0.31,0.57,9.72,26.14,70,128.68,226,0.31,0.57,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Pant","R  Pant","Rishabh Pant","WK","Wicket Keeper",190,283,0.25,0.37,0.45,0.68,6,8,14,0.428571428571429
"825","RR Pant","Delhi Daredevils","Indian Premier League","2018",88,684,15,412,255.2,0,0,0,0,0,0,0,NA,NA,0.21,0.62,9.96,45.6,88,255.2,412,0.21,0.62,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Pant","R  Pant","Rishabh Pant","WK","Wicket Keeper",1500,2343,0.04,0.06,0.11,0.17,5,9,14,0.357142857142857
"826","RR Rossouw","Delhi Capitals","Indian Premier League","2023",0,209,7,148,50.63,0,0,0,0,0,0,0,NA,NA,0,0.34,8.47,29.86,0,50.63,148,0,0.34,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Rossouw","R  Rossouw","Rilee Rossouw","BAT","Batter",460,560,0,0,0.09,0.11,5,9,14,0.357142857142857
"827","RS Hangargekar","Chennai Super Kings","Indian Premier League","2023",0,0,0,0,0,19,3,60,43,-10.41,0.44,-0.24,8.37,20,0,0,NA,NA,19,-10.41,43,0.44,-0.24,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","R","Hangargekar","R  Hangargekar","Rajvardhan Hangargekar","AR","All Rounder",150,182,0.1,0.13,-0.06,-0.07,9,6,15,0.6
"828","RV Patel","Delhi Capitals","Indian Premier League","2021",-3,25,1,29,-6.36,-21,0,22,20,-1.17,-1.05,-0.06,6.6,Inf,-0.1,-0.22,5.17,25,-24,-7.53,49,-0.49,-0.15,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Patel","R  Patel","Ripal Patel","AR","All Rounder",20,27,-0.89,-1.2,-0.28,-0.38,9,7,16,0.5625
"829","RV Patel","Delhi Capitals","Indian Premier League","2022",0,6,1,3,2.92,0,0,0,0,0,0,0,NA,NA,0,0.97,12,6,0,2.92,3,0,0.97,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Patel","R  Patel","Ripal Patel","AR","All Rounder",20,26,0,0,0.11,0.15,7,7,14,0.5
"830","RV Patel","Delhi Capitals","Indian Premier League","2023",-12,49,3,44,-1.52,0,0,0,0,0,0,0,NA,NA,-0.27,-0.03,6.68,16.33,-12,-1.52,44,-0.27,-0.03,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313422.logo.png","royalblue3","#E63129","R","Patel","R  Patel","Ripal Patel","AR","All Rounder",20,24,-0.5,-0.6,-0.06,-0.08,5,9,14,0.357142857142857
"831","RV Uthappa","Chennai Super Kings","Indian Premier League","2021",19,115,4,86,26.56,0,0,0,0,0,0,0,NA,NA,0.22,0.31,8.02,28.75,19,26.56,86,0.22,0.31,2021,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","R","Uthappa","R  Uthappa","Robin Uthappa","BAT","Batter",300,410,0.05,0.06,0.06,0.09,11,5,16,0.6875
"832","RV Uthappa","Chennai Super Kings","Indian Premier League","2022",-35,230,11,181,52.73,0,0,0,0,0,0,0,NA,NA,-0.19,0.29,7.62,20.91,-35,52.73,181,-0.19,0.29,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313421.logo.png","#07102C","#EADC04","R","Uthappa","R  Uthappa","Robin Uthappa","BAT","Batter",200,266,-0.13,-0.17,0.2,0.26,4,10,14,0.285714285714286
"833","RV Uthappa","Kolkata Knight Riders","Indian Premier League","2017",96,388,12,239,153.39,0,0,0,0,0,0,0,NA,NA,0.4,0.64,9.74,32.33,96,153.39,239,0.4,0.64,2017,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Uthappa","R  Uthappa","Robin Uthappa","WK","Wicket Keeper",500,746,0.13,0.19,0.21,0.31,8,8,16,0.5
"834","RV Uthappa","Kolkata Knight Riders","Indian Premier League","2018",-31,351,17,274,78.12,0,0,0,0,0,0,0,NA,NA,-0.11,0.29,7.69,20.65,-31,78.12,274,-0.11,0.29,2018,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Uthappa","R  Uthappa","Robin Uthappa","WK","Wicket Keeper",640,1000,-0.03,-0.05,0.08,0.12,10,6,16,0.625
"835","RV Uthappa","Kolkata Knight Riders","Indian Premier League","2019",-13,282,9,254,18.56,0,0,0,0,0,0,0,NA,NA,-0.05,0.07,6.66,31.33,-13,18.56,254,-0.05,0.07,2019,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Uthappa","R  Uthappa","Robin Uthappa","BAT/WK","Batter/Wicket Keeper",640,888,-0.01,-0.02,0.02,0.03,6,8,14,0.428571428571429
"836","RV Uthappa","Rajasthan Royals","Indian Premier League","2020/21",-91,196,12,170,30.22,0,0,0,0,0,0,0,NA,NA,-0.54,0.18,6.92,16.33,-91,30.22,170,-0.54,0.18,2020,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313423.logo.png","#041276","#F92CE9","R","Uthappa","R  Uthappa","Robin Uthappa","BAT","Batter",300,422,-0.22,-0.3,0.07,0.1,6,8,14,0.428571428571429
"837","Rahmanullah Gurbaz","Kolkata Knight Riders","Indian Premier League","2023",-119,227,11,178,64.81,0,0,0,0,0,0,0,NA,NA,-0.67,0.36,7.65,20.64,-119,64.81,178,-0.67,0.36,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/313400/313419.logo.png","#7A05AC","#AC9505","R","Gurbaz","R  Gurbaz","Rahmanullah Gurbaz","BAT/WK","Batter/Wicket Keeper",50,60,-1.98,-2.38,1.08,1.3,6,8,14,0.428571428571429
"838","Ramandeep Singh","Mumbai Indians","Indian Premier League","2022",-7,45,2,42,0.63,1,6,55,41,-4.88,0.02,-0.12,8.05,9.17,-0.17,0.01,6.43,22.5,-6,-4.25,83,-0.07,-0.05,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/344000/344062.png","#0C6CA7","#F0DD1F","R","Singh","R  Singh","Ramandeep Singh","AR","All Rounder",20,26,-0.23,-0.3,-0.16,-0.21,4,10,14,0.285714285714286
"839","Rashid Khan","Gujarat Titans","Indian Premier League","2022",67,91,4,44,36.49,25,20,428,386,-4.28,0.06,-0.01,6.65,21.4,1.52,0.83,12.41,22.75,92,32.21,430,0.21,0.07,2022,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","R","Khan","R  Khan","Rashid Khan","BOW","Bowler",1500,2000,0.05,0.06,0.02,0.02,12,4,16,0.75
"840","Rashid Khan","Gujarat Titans","Indian Premier League","2023",16,130,4,66,54.82,-13,28,557,407,-111.2,-0.03,-0.27,8.21,19.89,0.24,0.83,11.82,32.5,3,-56.38,473,0.01,-0.12,2023,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160,q_50/lsci/db/PICTURES/CMS/334700/334707.png","#0C1C3E","#4BDCED","R","Khan","R  Khan","Rashid Khan","BOW","Bowler",1500,1829,0,0,-0.03,-0.04,12,5,17,0.705882352941177
